Artifact Image Tag,Diff URL,Commit Fix Date,Total Runs,LLM,LLM Knowledge Cutoff Date,Methodology,Detection Rate - Diff,Detection Rate - Trace,Bug Report Example
apache-maven-16526228433,https://github.com/apache/maven/compare/a78a94606fbbf032a9ddd854e6bef9dd3792c285...3dc29b6ad06cda2b7b7194e777d425104a150793,2023-09-07,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: ChecksumFailedException.java Line: 3
NitorCreations-nflow-197273853,https://github.com/NitorCreations/nflow/compare/050fc78824cac26f234c7c792fbf6161a4f53884...84797e7065ff441c58c87014daea4d1ce483498b,2017-02-01,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: OracleDatabaseConfiguration.java Line: 3
NitorCreations-nflow-197273837,https://github.com/NitorCreations/nflow/compare/1e7ab2037d684c940c7b657d607daef6a1254b98...746ebaefdd9beed20ac65eb724ad04d205b17fb5,2017-02-01,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: OracleDatabaseConfiguration.java Line: 3
dromara-hertzbeat-12135512865,https://github.com/dromara/hertzbeat/compare/f7d53852e1c91bd02ce5488fe73a9977a64ac8a0...12346704e138992b2f03c61a2a588698fa13d466,2023-03-21,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: MetricsDataControllerTest.java Line: 6
dromara-hertzbeat-12624254643,https://github.com/dromara/hertzbeat/compare/3d73684e17b365db760b381fbec9cc9d3c17903f...9ad17b61e1a4af35df7207103ef2075fc2f2eee7,2023-04-10,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: AlertTemplateUtil.java Line: 3
graphql-java-graphql-java-16166237459,https://github.com/graphql-java/graphql-java/compare/2a63d23a76d01d916f4f56bbec8734a27281ab7c...dbbba7e2c27cae920ba0e7d2d2d2ad9f67856d6f,2023-08-28,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: Execution.java Line: 6
igniterealtime-Openfire-16438509468,https://github.com/igniterealtime/Openfire/compare/e4e76df55c58dd7f3bb129189f70ce35b1094d0c...c9d1b10837e6e0b7154f155edc1eb0e9ea485111,2023-09-02,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: Fixtures.java Line: 3
openpnp-openpnp-213669200,https://github.com/openpnp/openpnp/compare/0b2a2c1a39d23897185df863592f55acd646ddff...c2cca98aa880f411901347118eee5b856c023e58,2017-03-22,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.6,File: ReferenceFiducialLocator.java Line: 47
square-okhttp-93618854,https://github.com/square/okhttp/compare/fe4f5e617011cbbd3c7f27af582b3cb578b2e652...afc415362addd89ee1eeba7bf690dc27d310a19d,2015-11-28,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: Util.java Line: 6
polarismesh-polaris-java-20954013161,https://github.com/polarismesh/polaris-java/compare/50fdf132b2d7e1160cf2e397d515fcb93fdb629b...cca2aaf0bfe1b0d550054da980d689361e74d254,2024-01-29,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.4,File: ConsumerTest.java Line: 3
OneBusAway-onebusaway-gtfs-modules-21018266842,https://github.com/OneBusAway/onebusaway-gtfs-modules/compare/5039d899d597eb2b25be4b8f08101d7addf40e59...266852aca5b05b68c2a994ee4d3f9e35f1415ce2,2024-01-30,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: HibernateGtfsRelationalImplBartTest.java Line: 3
hibernate-hibernate-orm-20866966972,https://github.com/hibernate/hibernate-orm/compare/15b103cd92e014542ddb27f172879d1008532561...9f1a5f10935757d57c50b44c1f0bd2991949f24f,2024-01-25,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: SqlSelectionImpl.java Line: 3
hibernate-hibernate-orm-20908206448,https://github.com/hibernate/hibernate-orm/compare/e19a4b26f941561c288da17cfd23d42ae767c3c3...2b6b80723110311e6e4bfb1d3334ebbfd3107b72,2024-01-29,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: OracleArrayJdbcTypeConstructor.java Line: 3
Together-Java-TJ-Bot-20984057623,https://github.com/Together-Java/TJ-Bot/compare/50cfb1e9ed8b3f52b57281d60ed3fbf3a59df26a...b6e5c8a3b886ba4b1702799978f3312e95402e58,2024-02-01,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: JdaTester.java Line: 3
apache-commons-compress-20911279033,https://github.com/apache/commons-compress/compare/ea6ea52abb69bc4e261f80cdb4a7c3ffbcc1b06b...c052d61838fdda8e8a58d9b1e47e3f9024555ce9,2024-01-26,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.2,File: TarArchiveInputStreamTest.java Line: 3
esaulpaugh-headlong-20707840716,https://github.com/esaulpaugh/headlong/compare/3d15ddb4955e8852cc6670e9f7a161f9b513bb76...2ca851fdd7f8a433e9bf9750b663cf3f7dc1254b,2024-01-22,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: TestUtils.java Line: 3
gchq-Gaffer-20581963791,https://github.com/gchq/Gaffer/compare/0680e0a34435299e3804d09acf9af699a3363d27...ae3e4a367214f7a58383d17759f04c06561c93d3,2024-01-17,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: FederatedStoreCache.java Line: 6
sfuhrm-radiobrowser4j-20281662813,https://github.com/sfuhrm/radiobrowser4j/compare/7296f66f29acf820787a6d5e534f5cb8680c5f77...553c8af154c3fa7f116ab2bf870281d3054da027,2024-01-08,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: AdvancedSearch.java Line: 3
eclipse-jnosql-20071093493,https://github.com/eclipse/jnosql/compare/40c8268d40fbddfe6710c408d1cc3a49c982e1c5...e9de1383d1159fcf851c1e017fce5814068bbef3,2024-01-01,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: AnnotationOperationTest.java Line: 3
facebookincubator-CP4M-20877707609,https://github.com/facebookincubator/CP4M/compare/eeefdbe76c49f23d7426fe53dc15676b3a038964...77b091f94e4ab3b4f815184cffe5685feac61460,2024-01-25,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: WAMessage.java Line: 3
openmrs-openmrs-module-fhir2-19550216477,https://github.com/openmrs/openmrs-module-fhir2/compare/eeadac714471c27ab7b799822c3e65a251de6048...1ffdbeb79f4a26416bc2930f6501b0e88c156b9a,2023-12-12,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ObservationValueTranslatorImplTest.java Line: 6
NoahHsu-event-sourcing-order-poc-20697907823,https://github.com/NoahHsu/event-sourcing-order-poc/compare/f28b26cfe6c3bfdaf3f26da4e3382f2fc6d14078...5415e4f2609c747469d7ac5812d9055cfc5b6087,2024-01-21,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: OrderService.java Line: 3
TheJacksonLaboratory-LIRICAL-20009434674,https://github.com/TheJacksonLaboratory/LIRICAL/compare/3f688748ac60adc2c9c3eb254c1da3cda4c15c80...c3484e500022e13f1513503ef8c12e095e3dea25,2023-12-28,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: HpoCase.java Line: 3
dlsc-software-consulting-gmbh-jfxcentral2-21302701691,https://github.com/dlsc-software-consulting-gmbh/jfxcentral2/compare/96e6df33387c02bfa2cdf3aee4a17740a0dc1838...20d0fe18a81e0e5b24040cfc771565894dc85366,2024-02-07,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: IkonliPackUtil.java Line: 3
SonarSource-sonar-php-206563528,https://github.com/SonarSource/sonar-php/compare/aa2914a7dc9b825dc5766f51c673d0264a67a50c...6902a5ca7238f752a0d58118f0c486d4f23b2095,2017-03-01,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: PhpUnitTestFileReportTest.java Line: 6
SonarSource-sonarlint-intellij-401771085,https://github.com/SonarSource/sonarlint-intellij/compare/41345478372213c5c35c89483409e8a62df3a83d...0bde33f6ee157d5865946dca9197aba70357759d,2018-07-09,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: RulesFilterAction.java Line: 3
sofastack-sofa-ark-20728877093,https://github.com/sofastack/sofa-ark/compare/f8d2b072cc5a5f4f0f65387feae8af874a802bb2...34580be877fc38d98a4226dbb1ed77a8c308b8f4,2024-01-22,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: Handler.java Line: 3
apache-servicecomb-java-chassis-19671447070,https://github.com/apache/servicecomb-java-chassis/compare/e584cff50548a2acd063cd01717d65ca2651123b...e4e2c9b1e24903430b6953e6621dabef0f03ac83,2023-12-15,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: SCBEngine.java Line: 6
equinor-neqsim-21672227830,https://github.com/equinor/neqsim/compare/e2a044a3c1f589496d1a7888375ce526e28d31bd...18363c610ca418191f4cd19864ec6d0c4b67067a,2024-02-16,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ThrottlingValve.java Line: 124
equinor-neqsim-22831042636,https://github.com/equinor/neqsim/compare/3e2afbf15b199ebbe3775da259bfc0b9ca5cba5f...236f0144b80aef19889671f1b0114726cc585886,2024-03-19,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.8,0.0,File: ThermodynamicOperations.java Line: 6
gchq-Gaffer-22782469780,https://github.com/gchq/Gaffer/compare/b0947143e9939aecfdf082f04a06805616a7a86b...3c6d48f025451990fda27146c1b5fba5b48cdc21,2024-03-18,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: OperationChainHandler.java Line: 3
polarismesh-polaris-java-22228831197,https://github.com/polarismesh/polaris-java/compare/106afe779cb3476a87c3c2a733bae7ad7aef5a9b...3afea74354e3c9155f73fcb1bc07765e93a1d70b,2024-03-04,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ConfigFileLongPullService.java Line: 3
razorpay-razorpay-java-23094050682,https://github.com/razorpay/razorpay-java/compare/b87142b1b64d0036f50d0f4ed7a16045820381cb...035be48f26810a992c765cc43ca3a2a174ef0e2e,2024-03-29,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.2,File: SubscriptionClient.java Line: 3
apache-maven-24423934371,https://github.com/apache/maven/compare/e44237ed94ecd64fb149fafa6d78e0ed67fed63d...5a99e44bec4fd0f0fd9e0ae12109e0af18dd3247,2024-04-30,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: DefaultConsumerPomBuilder.java Line: 3
apache-maven-27264685111,https://github.com/apache/maven/compare/00ead1fa8f1c6e8a760158fb72063a59629e91b2...9cd64f3deb2af3e15a0316af781ac2f855e425a2,2024-07-10,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: MavenCliTest.java Line: 3
cloudfoundry-uaa-26356473827,https://github.com/cloudfoundry/uaa/compare/fe4a7ff4c29cf456f37da2cd026056b5044ab3cf...bd5a525cdf7e5b15778792b91c2e8848d9c9e3fe,2024-06-18,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: SamlIdentityProviderConfiguratorTests.java Line: 6
fabric8io-docker-maven-plugin-26424845764,https://github.com/fabric8io/docker-maven-plugin/compare/d92bc8f6428c8831409668df47dda2979c2adcdc...4da75cf4d756e086e2e0a0b6c56511a37eb7cc8f,2024-06-19,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: BuildOptions.java Line: 3
mageddo-dns-proxy-server-25670030569,https://github.com/mageddo/dns-proxy-server/compare/2f58633ae1b8a5e51806cb31427eca0a6088766b...8e52d84c9c8b30042fdfc60eb0b47702a6437225,2024-05-31,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.2,File: Response.java Line: 3
mcMMO-Dev-mcMMO-25395110912,https://github.com/mcMMO-Dev/mcMMO/compare/4277384c22ce4fe4e68d67f24b0a3ad86bde87dd...6c1502fc671855f5fc2475a19cdec6c33dc823ff,2024-05-24,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: WoodcuttingManager.java Line: 73
petergeneric-stdlib-290369132,https://github.com/petergeneric/stdlib/compare/81f65170bae1254b8038248a0658624ea685ec32...cfddb8e1d0053759f2b8b71076b8c4a79cc8de4a,2017-10-20,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,1.0,File: JPASearchExecutor.java Line: 3
petergeneric-stdlib-292030904,https://github.com/petergeneric/stdlib/compare/babdc2ac4bc058b470b1995e3965de8d44e9959d...4c51a3b3fcb881ab4177655389beac1796aec844,2017-10-24,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.8,File: LargeTableQueryTest.java Line: 48
Adobe-Consulting-Services-acs-aem-commons-315891916,https://github.com/Adobe-Consulting-Services/acs-aem-commons/compare/4818d0e3ced9ea465d1feb99a61952ca8ae7b7ab...e8189817225c76c0f20487efec2ebbc1626f13c2,2017-12-13,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ActionsTest.java Line: 6
SonarSource-sonar-java-297969373,https://github.com/SonarSource/sonar-java/compare/3b84d2b3fabfdcc58d11be26b610d109c5a2e95a...0749fb0a74ffcae2d2d1cf7db4950a1c6df5f808,2017-11-06,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: BytecodeEGWalker.java Line: 3
SonarSource-sonar-java-352869832,https://github.com/SonarSource/sonar-java/compare/30c3ce14ee7fc8fdb396040c3c2ce2f019d67b6b...0f1a47c35a2181a928fa39fec9c1c4f651dc63e7,2018-03-13,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: ThisExposedFromConstructorCheckTest.java Line: 6
SonarSource-sonar-java-382233209,https://github.com/SonarSource/sonar-java/compare/b42ef9394e7572b9dbae60643246463c815b3484...b764afc138ce53262160fd0aa524bfcef5585f04,2018-05-25,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: PrintfMisuseCheck.java Line: 6
brianfrankcooper-YCSB-334968079,https://github.com/brianfrankcooper/YCSB/compare/6097cf7737adb125924311c1a280cd8359d85f7e...0ac03f3c5ed95207a127c6993a79fb35a73fc48c,2018-01-30,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: OneMeasurementHistogram.java Line: 3
swagger-api-swagger-core-395465873,https://github.com/swagger-api/swagger-core/compare/a9e883b11d0295dae9b29a6194abe17de7138b2a...2e9d05e3633a0881067bc9effbd36af0b6c377bd,2018-06-23,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ArrayPropertyDeserializerTest.java Line: 3
SynBioDex-libSBOLj-88851754,https://github.com/SynBioDex/libSBOLj/compare/c55824897acb34bac4d0b1c38af1e23b9aeb8e98...af99806bc1d1bf837dc64ec204dbb58d50a11184,2015-11-02,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: SBOLDocumentTest.java Line: 6
apache-jackrabbit-oak-290323369,https://github.com/apache/jackrabbit-oak/compare/29a1ce3b747ae35da9139f34b00bd6b73123e999...71589df4cc9cd8ce7f46cf1012db60ea3d5a1aa4,2017-10-20,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: IndexDefinitionTest.java Line: 3
brianfrankcooper-YCSB-394573389,https://github.com/brianfrankcooper/YCSB/compare/95f72a1a03369f25b70f1cf9f4908ae089e2450a...a26ec5eddd8b3d57b3e9a583ccced48f5c117d02,2018-06-20,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: KuduYCSBClient.java Line: 3
graphhopper-graphhopper-221837923,https://github.com/graphhopper/graphhopper/compare/3c2d8f34cc5c8b95f1210f62a7b289ed915e4f85...2ade07acb9b0953433ed04e1f7059e243130c201,2017-04-13,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.4,0.0,File: GraphHopperGtfsIT.java Line: 72
qupath-qupath-9341239974,https://github.com/qupath/qupath/compare/2f8d79b16d61c65187506559806954c0fd76d020...e47892dcf7b775d02b61c68b25ceef89931a137e,2022-11-07,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ObservableMeasurementTableData.java Line: 6
apache-shardingsphere-10274807843,https://github.com/apache/shardingsphere/compare/4e3e1e0da4807994a1dbd27ea01786c28cab43ed...1200fa6a02b1a52d5048269e88d9cb5beedb94f9,2022-12-23,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: MySQLClientTest.java Line: 6
apache-iceberg-11761392364,https://github.com/apache/iceberg/compare/b8da9223f5dde05fde975f21bd252363242d2f35...00bbdbe15f318c4b821c9f43c624e21468a4e83c,2023-03-04,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: FlinkSchemaUtil.java Line: 6
traccar-traccar-9287925064,https://github.com/traccar/traccar/compare/9c03a0505f46a92f645dc927dba2da6458facfb1...fdd52edc7811ae973c93ae825cc1bd1d9e9fe33f,2022-11-04,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: MeitrackProtocolDecoder.java Line: 146
apache-maven-30385061433,https://github.com/apache/maven/compare/790ee33c96c3edde42f2275146bfb0ff415ad0f1...ee65672969327c586b6c6a6b6113d753f60159af,2024-09-19,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ProjectBuilderTest.java Line: 6
cloudfoundry-uaa-27993756382,https://github.com/cloudfoundry/uaa/compare/ce2a48f2ebc404c7e1a51006deb4c977ea40cf32...6b03df377f86226996e82d0370c1a4d0b79ff85f,2024-07-27,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: LoginInfoEndpoint.java Line: 4
dromara-dynamic-tp-29819213533,https://github.com/dromara/dynamic-tp/compare/ca6a69913d978d187eb6141d3bcd927322242f66...3577bd627d7c45d4433a98c30c87e2f319a2f64d,2024-09-08,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: DtpRegistry.java Line: 6
SeaOfNodes-Simple-27875703767,https://github.com/SeaOfNodes/Simple/compare/667f3b91df9bca5c49ec6b1721cd0e00c92c1747...c55a1287e55beb638c94b01ecca89bc7bf3c1c48,2024-07-24,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: IfNode.java Line: 3
weibocom-rill-flow-28548989194,https://github.com/weibocom/rill-flow/compare/061b2b824c526fb04f3a2f0a9f2c55381255a75a...e3f7645c52a27046bc75bab5618d7530f18ee26d,2024-08-09,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ForeachTaskRunner.java Line: 82
weibocom-rill-flow-30302526202,https://github.com/weibocom/rill-flow/compare/4001d5997fd06b9bd1a3431926be307cecd94662...81c20ee36fd137c327f9a430c8297c37ebd8b926,2024-09-18,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: DAGRuntimeFacade.java Line: 3
matsim-org-matsim-libs-30589560245,https://github.com/matsim-org/matsim-libs/compare/3be815cb705f5c000019ce1e10c9b803423364e5...58030d8706e019116a7b42c6d37bfa8f56e2788a,2024-09-24,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: AbstractController.java Line: 3
Hakky54-log-captor-33109394083,https://github.com/Hakky54/log-captor/compare/04565e2a6702d47967fb2f076b285212dacb3b8c...39b66aebad151aee93bdfdc4b82a4d7d1368657c,2024-11-17,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.2,0.0,File: LogCaptorShould.java Line: 3
hyperledger-besu-32525949902,https://github.com/hyperledger/besu/compare/a6123bbf120358df2839c37779d09dfaabfbce7f...3af0e373cfc080d9f96ceb77743854ea7e2bc4b6,2024-11-05,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: FlatDbStrategy.java Line: 3
cloudfoundry-uaa-35214130414,https://github.com/cloudfoundry/uaa/compare/41eaec1fed59c24d168e541fa80edd8c76eb7fd3...888e6a15742de466e3c4b58d0ef4f22ccd8e71d6,2025-01-06,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ClientJwtConfigurationTest.java Line: 6
iBotPeaches-Apktool-34593156831,https://github.com/iBotPeaches/Apktool/compare/1b72ddd0a0fa3591a84a71435211de517393fae0...eb9badec3a94179a698c45edfbd5cd8ad394127c,2024-12-18,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: DoNotCompressHieroglyphTest.java Line: 3
matsim-org-matsim-libs-33422678866,https://github.com/matsim-org/matsim-libs/compare/96191b512e88399b77a71bd9e9ad954646af4ca9...5155a64c40af0c6d0bc73cf99fa019f8affdd35c,2024-11-23,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.2,File: Node.java Line: 2
matsim-org-matsim-libs-33870371485,https://github.com/matsim-org/matsim-libs/compare/2057a6f4024e175f8393b46e15f70a6cbd8697d4...a314b7b413f332a054199958f96bc17b9558fba5,2024-12-03,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.2,File: Controler.java Line: 122
miso-lims-miso-lims-33558827966,https://github.com/miso-lims/miso-lims/compare/9cc116a8335102a4a9086283ad7546b6adf1f2b1...2c5a8f68f2bf9a967a0bb6878575f29b1024708e,2024-11-26,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,1.0,0.0,File: DefaultLibraryService.java Line: 140
stleary-JSON-java-35340234971,https://github.com/stleary/JSON-java/compare/a8bcc9d5f5e7259edd3c490e2d75be4f37fd3011...143acb672882dea4d2b12254b525bf07bf37c48a,2025-01-08,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: JSONTokenerTest.java Line: 3
REAndroid-ARSCLib-33482778413,https://github.com/REAndroid/ARSCLib/compare/dc6fe61dad110df1d6ae6c5fa54568020943be3d...0643ba42934f27b3fadb06f4e4de35c2c727ce2c,2024-11-25,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: MethodKey.java Line: 3
apache-datasketches-memory-32687863919,https://github.com/apache/datasketches-memory/compare/806405ec081792cfe4c33442250433f4db24786e...b4024ba7acc299270d846a9b189c64178313eab0,2024-11-08,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: UtilTest.java Line: 3
apache-tsfile-35355814144,https://github.com/apache/tsfile/compare/c614ed964224fba9dda14cdf9686a45e29ee62ab...f24552be78d8f497dae3a93e00c8d57ffc289b29,2025-01-09,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: TsFileWriteApiTest.java Line: 6
ReaJason-MemShellParty-35816070397,https://github.com/ReaJason/MemShellParty/compare/a3f835bc8400be9383601e219d8fc89b07fe47d1...406d49b36e0481e8a4684d12ebd63a707b2cbc80,2025-01-18,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.2,0.0,File: GodzillaGeneratorTest.java Line: 26
panic08-funpay4j-33499337932,https://github.com/panic08/funpay4j/compare/985db354fd2c5f212ee796bed7bd68ac45c77508...2436030dc91653d902344f8d04516910b7bf4f38,2024-11-25,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: JsoupFunPayParser.java Line: 3
1c-syntax-bsl-language-server-35837972896,https://github.com/1c-syntax/bsl-language-server/compare/d5c952ab6e8bf9f927731aeaf0f6ea8002e55829...a9917956bf7493e1b2839fa49a63ab5bf8150b82,2025-01-19,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: AnalyzeCommand.java Line: 3
1c-syntax-bsl-language-server-35837995024,https://github.com/1c-syntax/bsl-language-server/compare/54af259ee09fb10485ce504ce162066ce847af2e...7fc434ad2bc997ab618ef7acd3b5b96f123c6534,2025-01-19,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: DocumentContext.java Line: 3
matsim-org-matsim-libs-36187706813,https://github.com/matsim-org/matsim-libs/compare/f337405ee0c7cc91afe3b2f3b8e6a2e05efb0b01...0aa6604c384e4f8201866767b6084b647aa184ed,2025-01-26,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.4,0.2,File: ModalDistanceCadytsSingleDistanceIT.java Line: 6
fayder-restcountries-154683750,https://github.com/apilayer/restcountries/compare/daeab38ee2ab23999dd952b0f3db23dcd1ceb267...e065292902418db1344043e3c9691f80b6cf8e0e,2016-08-24,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: CountryServiceTest.java Line: 3
fayder-restcountries-207869551,https://github.com/apilayer/restcountries/compare/d825004b5770bdca2af62005400602742ef5103a...262e5ab25752bff2bc94555e1d216557b6070089,2017-03-05,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: CountryService.java Line: 3
fayder-restcountries-146970881,https://github.com/apilayer/restcountries/compare/a3c566bde8046f65b12bafd813b68acbeb67fc5a...3382320ecfe0b4e5705eabfc3631b814468495bf,2016-07-24,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: CountryServiceTest.java Line: 3
charite-jannovar-146105695,https://github.com/charite/jannovar/compare/94160a2ea9c88e6657b2be2c7c296d86543893f9...fcdc4b48b415650d99ff6ab8413582eaf19b9a58,2016-07-20,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: JannovarAnnotateVCFTest.java Line: 6
HubTurbo-HubTurbo-64373567,https://github.com/HubTurbo/HubTurbo/compare/35ccc4f6afbdbaf59e530f7d87157785683affea...5f34a3586ee9163e1b238f77f00d026ceee901e3,2015-05-28,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ModelTests.java Line: 3
HubTurbo-HubTurbo-64373562,https://github.com/HubTurbo/HubTurbo/compare/083ce6be5baa432d43bf94e51c414e75c07c2cbd...14a3c6b34d401e65df4cf46201e6ee6ae53b6192,2015-05-28,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: ModelTests.java Line: 3
UNC-Libraries-Carolina-Digital-Repository-382144611,https://github.com/UNC-Libraries/Carolina-Digital-Repository/compare/fc32a3a61b9fea64849d299b176039b04326cac9...14039c9329e83909b950bdc55345a9f6b69bb7f5,2018-05-22,5,gpt-4.1-nano-2025-04-14,2025-04-15,CWE + CoT,0.0,0.0,File: SolrIngestProcessorIT.java Line: 3
